Store_Name,Domain,Website,First_Name,Last_Name,Title,Email,Secondary_Email,Niche,Deliverability_Score,MX_Status,DMARC_Status,SPF_Status,Gravatar_Found,Meta_Ads_Library_URL,Instagram,Facebook,TikTok,Twitter_X,LinkedIn,Personalized_Icebreaker
Ayur Brahma Wellness,ayurbrahmawellnessslp.com,https://ayurbrahmawellnessslp.com,Ayurbrahmawellnessslp,Owner,Ayur Brahma Wellness | S L P | Shivamogga,ayurbrahmawellnessslp@gmail.com,,Health & Supplements,100% Confirmed Real,Valid (Google Workspace),Configured (v=DMARC1),Configured,No,https://www.facebook.com/ads/library/?q=Ayur%20Brahma%20Wellness&type=all,https://www.instagram.com/shopify,https://www.facebook.com/shopify,,https://x.com/shopify,,"The focus Ayur Brahma Wellness puts on clean, effective formulas is exactly what customers need."
AyurSome Wellness,ayursomewellness.com,https://ayursomewellness.com,Info,Owner,Ayurvedic Herbal Teas &amp; Ancient Grain Cookies | AyurSome Wellness,info@ayursomewellness.com,,Health & Supplements,100% Confirmed Real,Valid (Google Workspace),Configured (v=DMARC1),Configured,No,https://www.facebook.com/ads/library/?q=AyurSome%20Wellness&type=all,https://www.instagram.com/ayursomewellness,,https://www.tiktok.com/@ayursomewellness,,,"The focus AyurSome Wellness puts on clean, effective formulas is exactly what customers need."
ayuvitaayurveda.in,ayuvitaayurveda.in,https://ayuvitaayurveda.in,Ayuviitaayurrveda,Owner,Ayuvita Ayurveda an Ayurvedic Skin and Hair Care,ayuviitaayurrveda@gmail.com,ayuvitaayurveda33@gmail.com,Health & Supplements,100% Confirmed Real,Valid (Google Workspace),Configured (v=DMARC1),Configured,No,https://www.facebook.com/ads/library/?q=ayuvitaayurveda.in&type=all,https://www.instagram.com/ayuvita.ayurveda,https://www.facebook.com/ayuvitaayurveda,,,,"The focus ayuvitaayurveda.in puts on clean, effective formulas is exactly what customers need."
Ayurveda Store,ayurvedastore.co.nz,https://ayurvedastore.co.nz,Info,Owner,Ayurveda Store - Get Best Ayurvedic Products Online,info@ayurvedastore.co.nz,,Health & Supplements,100% Confirmed Real,Valid (Google Workspace),Configured (v=DMARC1),Configured,No,https://www.facebook.com/ads/library/?q=Ayurveda%20Store&type=all,https://www.instagram.com/ayurvedastore.co.nz,https://www.facebook.com/ayurvedastorenz,,,,"The focus Ayurveda Store puts on clean, effective formulas is exactly what customers need."
AZ Vitamins,azvitamins-italia.com,https://azvitamins-italia.com,Contact,Fr,American Express,contact-fr@azvitamins-france.com,,Health & Supplements,58% Confirmed Real,Valid (Host MX),Not Configured,Configured,No,https://www.facebook.com/ads/library/?q=AZ%20Vitamins&type=all,,,,,,"The focus AZ Vitamins puts on clean, effective formulas is exactly what customers need."
balanceayurveda.in,balanceayurveda.in,https://balanceayurveda.in,Care,Owner,Founder / Owner @ balanceayurveda.in,care@balanceayurveda.in,,Health & Supplements,100% Confirmed Real,Valid (Google Workspace),Not Configured,None,No,https://www.facebook.com/ads/library/?q=balanceayurveda.in&type=all,https://www.instagram.com/balanceayurvedaindia,https://www.facebook.com/Balance-Ayurveda-India-107382661851745,,https://x.com/BalanceAyurved,,"The focus balanceayurveda.in puts on clean, effective formulas is exactly what customers need."
Bare Skin & Herbals,bareskinherbals.com,https://bareskinherbals.com,Hello,Owner,Founder / Owner @ Bare Skin & Herbals,hello@bareskinherbals.com,,Health & Supplements,100% Confirmed Real,Valid (Google Workspace),Configured (v=DMARC1),Configured,No,https://www.facebook.com/ads/library/?q=Bare%20Skin%20%26%20Herbals&type=all,https://www.instagram.com/bareskinherbals,,,,,"The focus Bare Skin & Herbals puts on clean, effective formulas is exactly what customers need."
basquaredfitness,basquaredfitness.com,https://basquaredfitness.com,Customerservice,Owner,Amazon,customerservice@basquaredfitness.com,,Health & Supplements,100% Confirmed Real,Valid (Host MX),Configured (v=DMARC1),Configured,No,https://www.facebook.com/ads/library/?q=basquaredfitness&type=all,https://www.instagram.com/basquaredfitness,https://www.facebook.com/basquaredfitness,https://www.tiktok.com/@basquaredfitness,,,"The focus basquaredfitness puts on clean, effective formulas is exactly what customers need."
Bee You Organics,beeyouorganics.com,https://beeyouorganics.com,Customerservice,Owner,American Express,customerservice@beeyouorganics.com,,Health & Supplements,100% Confirmed Real,Valid (Microsoft 365),Configured (v=DMARC1),Configured,No,https://www.facebook.com/ads/library/?q=Bee%20You%20Organics&type=all,https://www.instagram.com/beeyouorganics,https://www.facebook.com/plugins,,,,"The focus Bee You Organics puts on clean, effective formulas is exactly what customers need."
Bee Well Organics Inc,beewellorganics.com,https://beewellorganics.com,Beewelloganicsco,Owner,Bee Well Organics Inc,beewelloganicsco@gmail.com,,Health & Supplements,68% Confirmed Real,Valid (Google Workspace),Configured (v=DMARC1),Configured,No,https://www.facebook.com/ads/library/?q=Bee%20Well%20Organics%20Inc&type=all,,,,,,"The focus Bee Well Organics Inc puts on clean, effective formulas is exactly what customers need."
Dark Mode,bestsleeptape.com,https://bestsleeptape.com,Support,Owner,Mouth Tape &amp; Nasal Strips For Sleep &amp; Performance l Dark Mode,support@bestsleeptape.com,,Health & Supplements,100% Confirmed Real,Valid (Google Workspace),Not Configured,Configured,No,https://www.facebook.com/ads/library/?q=Dark%20Mode&type=all,https://www.instagram.com/bestsleeptape,https://www.facebook.com/profile.php,,,,"The focus Dark Mode puts on clean, effective formulas is exactly what customers need."
Betta Botanicals | Natural Aquarium Products,bettabotanicals.com,https://bettabotanicals.com,Bettabotanicals,Owner,Betta Botanicals | Natural Aquarium Products,bettabotanicals@gmail.com,,Health & Supplements,100% Confirmed Real,Valid (Google Workspace),Configured (v=DMARC1),Configured,No,https://www.facebook.com/ads/library/?q=Betta%20Botanicals%20%7C%20Natural%20Aquarium%20Products&type=all,https://www.instagram.com/bettabotanicals,https://www.facebook.com/BettaBotanicals,https://www.tiktok.com/@bettabotanicals,,https://www.linkedin.com/company/betta-botanicals-natural-aquarium-products,"The focus Betta Botanicals | Natural Aquarium Products puts on clean, effective formulas is exactly what customers need."
Better Dog Supplements,betterdogsupplements.com,https://betterdogsupplements.com,Info,Owner,Better Dog Supplements by Cesar Millan | Official Store,info@betterdogsupplements.com,,Health & Supplements,100% Confirmed Real,Valid (Google Workspace),Configured (v=DMARC1),None,No,https://www.facebook.com/ads/library/?q=Better%20Dog%20Supplements&type=all,https://www.instagram.com/betterdogsupplements,,https://www.tiktok.com/@betterdogsupplements,,,"The focus Better Dog Supplements puts on clean, effective formulas is exactly what customers need."
bigenutrition.com,bigenutrition.com,https://bigenutrition.com,Sales,Owner,Buy Sports Nutrition Supplements at Big E Nutrition,sales@bigenutrition.com,,Health & Supplements,100% Confirmed Real,Valid (Microsoft 365),Not Configured,Configured,No,https://www.facebook.com/ads/library/?q=bigenutrition.com&type=all,https://www.instagram.com/bigenutrition,https://www.facebook.com/bigenutrition,https://www.tiktok.com/@bigenutrition,https://x.com/bigenutrition,,"The focus bigenutrition.com puts on clean, effective formulas is exactly what customers need."
Bionwellness Industries,bionwellnessonline.com,https://bionwellnessonline.com,Loviebionwater,Owner,American Express,loviebionwater@gmail.com,requests@bionwellness.com,Health & Supplements,68% Confirmed Real,Valid (Google Workspace),Configured (v=DMARC1),Configured,No,https://www.facebook.com/ads/library/?q=Bionwellness%20Industries&type=all,,,,,,"The focus Bionwellness Industries puts on clean, effective formulas is exactly what customers need."
Black Seed Botanicals,blackseed-botanicals.com,https://blackseed-botanicals.com,Help,Owner,Black Seed Botanicals,help@blackseed-botanicals.com,,Health & Supplements,100% Confirmed Real,Valid (Host MX),Configured (v=DMARC1),Configured,No,https://www.facebook.com/ads/library/?q=Black%20Seed%20Botanicals&type=all,,,,,,"The focus Black Seed Botanicals puts on clean, effective formulas is exactly what customers need."
BlackWolf Nutrition,blackwolfnutrition.com.au,https://blackwolfnutrition.com.au,Hello,Owner,"Black Wolf Nutrition
 &ndash; BlackWolf Nutrition",hello@blackwolfnutrition.com.au,,Health & Supplements,100% Confirmed Real,Valid (Google Workspace),Configured (v=DMARC1),Configured,No,https://www.facebook.com/ads/library/?q=BlackWolf%20Nutrition&type=all,https://www.instagram.com/blackwolfnutrition_,https://www.facebook.com/people,,,,"The focus BlackWolf Nutrition puts on clean, effective formulas is exactly what customers need."
BlueOrganics,blueorganics.co,https://blueorganics.co,Support,Owner,BlueOrganics,support@blueorganics.co,,Health & Supplements,100% Confirmed Real,Valid (Google Workspace),Configured (v=DMARC1),None,No,https://www.facebook.com/ads/library/?q=BlueOrganics&type=all,,,,,,"The focus BlueOrganics puts on clean, effective formulas is exactly what customers need."
Blú Nutrition,blunutrition.co.uk,https://blunutrition.co.uk,Hello,Owner,Blú Nutrition,hello@blunutrition.co.uk,,Health & Supplements,100% Confirmed Real,Valid (Google Workspace),Not Configured,None,No,https://www.facebook.com/ads/library/?q=Bl%C3%BA%20Nutrition&type=all,https://www.instagram.com/blunutrition,https://www.facebook.com/blunutrition,,,,"The focus Blú Nutrition puts on clean, effective formulas is exactly what customers need."
Boom Nutrition Inc.,boomnutrition.com,https://boomnutrition.com,Info,Owner,American Express,info@boomnutrition.com,44060216-242-2679info@boomnutrition.com,Health & Supplements,100% Confirmed Real,Valid (Microsoft 365),Configured (v=DMARC1),Configured,No,https://www.facebook.com/ads/library/?q=Boom%20Nutrition%20Inc.&type=all,,,,,,"The focus Boom Nutrition Inc. puts on clean, effective formulas is exactly what customers need."
Botanical Cabana,botanicalcabana.com,https://botanicalcabana.com,Info,Owner,Botanical Cabana: Discover The Best Textured Curly Hair Care Products,info@botanicalcabana.com,,Health & Supplements,100% Confirmed Real,Valid (Microsoft 365),Configured (v=DMARC1),Configured,No,https://www.facebook.com/ads/library/?q=Botanical%20Cabana&type=all,https://www.instagram.com/botanicalcabana,https://www.facebook.com/botanicalcabana,https://www.tiktok.com/@botanicalcabana,https://x.com/botanicalcabana,,"The focus Botanical Cabana puts on clean, effective formulas is exactly what customers need."
botanical-beauty-au,botanical-beauty.au,https://botanical-beauty.au,Hello,Owner,"Botanical Beauty Skincare
 &ndash; botanical-beauty-au",hello@botanical-beauty.au,,Health & Supplements,100% Confirmed Real,Valid (Google Workspace),Not Configured,None,No,https://www.facebook.com/ads/library/?q=botanical-beauty-au&type=all,https://www.instagram.com/botanical_beauty_skincare,https://www.facebook.com/botanicalbeautyskincareau,,,,"The focus botanical-beauty-au puts on clean, effective formulas is exactly what customers need."
Brandl Nutrition,brandl-nutrition.de,https://brandl-nutrition.de,Support,Owner,American Express,support@brandl-nutrition.de,,Health & Supplements,100% Confirmed Real,Valid (Google Workspace),Configured (v=DMARC1),Configured,No,https://www.facebook.com/ads/library/?q=Brandl%20Nutrition&type=all,https://www.instagram.com/brandlnutrition,,,,,"The focus Brandl Nutrition puts on clean, effective formulas is exactly what customers need."
Breathing & Sleep Solutions,breathingsleepsolutions.com.au,https://breathingsleepsolutions.com.au,Admin,Owner,American Express,admin@breathingsleepsolutions.com.au,,Health & Supplements,100% Confirmed Real,Valid (Microsoft 365),Configured (v=DMARC1),Configured,No,https://www.facebook.com/ads/library/?q=Breathing%20%26%20Sleep%20Solutions&type=all,,,,,,"The focus Breathing & Sleep Solutions puts on clean, effective formulas is exactly what customers need."
Bubbles And Botanicals,bubblesandbotanicals.com,https://bubblesandbotanicals.com,Bubbles,Botancicals,"Bubbles &amp; Botanicals By Ashley
 &ndash; Bubbles And Botanicals",bubbles.botancicals@gmail.com,,Health & Supplements,68% Confirmed Real,Valid (Google Workspace),Configured (v=DMARC1),Configured,No,https://www.facebook.com/ads/library/?q=Bubbles%20And%20Botanicals&type=all,,,,,,"The focus Bubbles And Botanicals puts on clean, effective formulas is exactly what customers need."
BULK FITNESS,bulkfitness.mx,https://bulkfitness.mx,Info,Owner,BULK FITNESS,info@bulkfitness.mx,,Health & Supplements,100% Confirmed Real,Valid (Host MX),Configured (v=DMARC1),Configured,No,https://www.facebook.com/ads/library/?q=BULK%20FITNESS&type=all,https://www.instagram.com/bulkfitnessmx,https://www.facebook.com/bulkfitnessmx,,,,"The focus BULK FITNESS puts on clean, effective formulas is exactly what customers need."
Bulk Superfoods – BulkSuperfoodsmx,bulksuperfoods.mx,https://bulksuperfoods.mx,Hola,Owner,Bulk Superfoods &ndash; BulkSuperfoodsmx,hola@bulksuperfoods.mx,,Health & Supplements,100% Confirmed Real,Valid (Google Workspace),Configured (v=DMARC1),None,No,https://www.facebook.com/ads/library/?q=Bulk%20Superfoods%20%E2%80%93%20BulkSuperfoodsmx&type=all,https://www.instagram.com/bulk.superfoods,https://www.facebook.com/bulksuperfoodsmx,,,,"The focus Bulk Superfoods – BulkSuperfoodsmx puts on clean, effective formulas is exactly what customers need."
Byepolar® Wellness,byepolarwellness.com,https://byepolarwellness.com,Contactus,Owner,Byepolar® Wellness,contactus@byepolarwellness.com,,Health & Supplements,98% Confirmed Real,Valid (Zoho Mail),Not Configured,Configured,No,https://www.facebook.com/ads/library/?q=Byepolar%C2%AE%20Wellness&type=all,https://www.instagram.com/byepolarx,https://www.facebook.com/byepolarx,https://www.tiktok.com/@byepolarx,,,"The focus Byepolar® Wellness puts on clean, effective formulas is exactly what customers need."
Casper Sleep,casper.com,https://casper.com,Support,Owner,Founder / Owner @ Casper Sleep,support@casper.com,,Health & Supplements,100% Confirmed Real,Valid (Google Workspace),Configured (v=DMARC1),Configured,No,https://www.facebook.com/ads/library/?q=Casper%20Sleep&type=all,https://www.instagram.com/casper,https://www.facebook.com/Casper,,https://x.com/casper,https://www.linkedin.com/company/casper,"The focus Casper Sleep puts on clean, effective formulas is exactly what customers need."
Ceylon Organic,ceylonorganicstore.com,https://ceylonorganicstore.com,Support,Owner,"Ceylon Organic | 100% Natural Ceylon Herbs, Teas &amp; Spices",support@ceylonorganicstore.com,"mahesh.ebusiness95@gmail.com, ecom-swiper@11.css",Health & Supplements,100% Confirmed Real,Valid (Host MX),Configured (v=DMARC1),Configured,No,https://www.facebook.com/ads/library/?q=Ceylon%20Organic&type=all,https://www.instagram.com/ceylonorganicstore,https://www.facebook.com/ceylonorganicstore,,,,"The focus Ceylon Organic puts on clean, effective formulas is exactly what customers need."
sweap_sg_estore,checkoutstore.suntorywellness.com.sg,https://checkoutstore.suntorywellness.com.sg,Customercare,Sg,Blog | BRAND'S® Suntory Wellness Official Online Store,customercare_sg@suntory.com,,Health & Supplements,100% Confirmed Real,Valid (Host MX),Configured (v=DMARC1),Configured,No,https://www.facebook.com/ads/library/?q=sweap_sg_estore&type=all,,https://www.facebook.com/BrandsHomeDelivery,,,,"The focus sweap_sg_estore puts on clean, effective formulas is exactly what customers need."
Curelux Wellness,cureluxwellness.com,https://cureluxwellness.com,Info,Owner,Premium CBD Products for Daily Relief | Curelux Wellness,info@cureluxwellness.com,,Health & Supplements,98% Confirmed Real,Valid (Host MX),Not Configured,Configured,No,https://www.facebook.com/ads/library/?q=Curelux%20Wellness&type=all,https://www.instagram.com/cureluxwellness,https://www.facebook.com/profile.php,,,,"The focus Curelux Wellness puts on clean, effective formulas is exactly what customers need."
Inventive Organics,customer.inventiveorganics.com,https://customer.inventiveorganics.com,%20hello,Owner,Inventive Organics,%20hello@inventiveorganics.com,"hello@inventiveorganics.com, 20hello@inventiveorganics.com",Health & Supplements,100% Confirmed Real,Valid (Google Workspace),Not Configured,Configured,No,https://www.facebook.com/ads/library/?q=Inventive%20Organics&type=all,https://www.instagram.com/inventiveorganics,,,,,"The focus Inventive Organics puts on clean, effective formulas is exactly what customers need."
Daily Shake - Premium Wellness,dailyshake.com,https://dailyshake.com,Support,Owner,"multimedia / 10 - multimedia, play icon, circle, button",support@dailyshake.com,,Health & Supplements,100% Confirmed Real,Valid (Google Workspace),Configured (v=DMARC1),Configured,No,https://www.facebook.com/ads/library/?q=Daily%20Shake%20-%20Premium%20Wellness&type=all,https://www.instagram.com/drinkdailyshake,https://www.facebook.com/drinkdailyshake,https://www.tiktok.com/@drinkdailyshake,,https://www.linkedin.com/company/daily-shake,"The focus Daily Shake - Premium Wellness puts on clean, effective formulas is exactly what customers need."
Darose Wellness Hub,darosewellnesshub.com,https://darosewellnesshub.com,Darosewellness,Owner,Darose Wellness Hub,darosewellness@gmail.com,,Health & Supplements,100% Confirmed Real,Valid (Google Workspace),Configured (v=DMARC1),Configured,No,https://www.facebook.com/ads/library/?q=Darose%20Wellness%20Hub&type=all,https://www.instagram.com/darosewellnesshub,,https://www.tiktok.com/@darosewellnesshub,,,"The focus Darose Wellness Hub puts on clean, effective formulas is exactly what customers need."
